student_id,full_name,gender,age,governorate,admission_cohort,track,attendance_rate,sessions_attended,total_sessions,exams_score,certificates_count,certificate_providers,freelancing_income_usd_total,freelancing_income_usd_monthly_est,projects_delivered,employment_status,internship_company,mentor_name,email,phone,github_url,linkedin_url,warnings_count,dropout_flag,graduated_flag,graduation_date
2703,Sara Attia,F,25,Giza,2024-01-01,Data Analysis,0.707,42,60,99.9,3,"DataCamp,IBM,Microsoft",0.0,0.0,7,Full-time,Etisalat Misr,Eng. Rania,sara.attia2702@iti.eg,+2001526465889,https://github.com/saraattia2702,,1,0,1,2024-05-20
2704,Ibrahim Saleh,M,19,Monufia,2022-06-01,Data Science,0.4,34,84,81.9,2,"Coursera,Udacity",0.0,0.0,4,Full-time,Careem,Eng. Rania,ibrahim.saleh2703@iti.eg,+2001293909811,https://github.com/ibrahimsaleh2703,,5,0,1,2022-12-14
2705,Fatma Hegazy,F,21,Port Said,2022-07-01,Cloud Engineering,0.61,51,84,90.8,5,"AWS,IBM",28.93,14.46,4,Freelancer,,Dr. Heba,fatma.hegazy2704@iti.eg,+2001216523700,https://github.com/fatmahegazy2704,https://www.linkedin.com/in/fatma-hegazy-2704/,0,0,0,
2706,Mariam Nasser,F,24,Gharbia,2022-11-01,Cloud Engineering,0.776,75,96,79.8,1,Udemy,9.54,2.38,3,Intern,Careem,Dr. Karim,mariam.nasser2705@iti.eg,+2001232674846,,https://www.linkedin.com/in/mariam-nasser-2705/,0,0,1,2023-06-13
2707,Mohamed Nasser,M,28,Sharqia,2023-02-01,Cloud Engineering,0.503,42,84,80.6,1,DataCamp,0.0,0.0,5,Intern,Valu,Eng. Ahmed,mohamed.nasser2706@iti.eg,,https://github.com/mohamednasser2706,https://www.linkedin.com/in/mohamed-nasser-2706/,1,0,0,
2708,Tarek Attia,M,18,Suez,2024-03-01,Data Engineering,0.592,43,72,99.0,0,,27.99,9.33,1,Intern,Vodafone,Eng. Mona,tarek.attia2707@iti.eg,+2001155889839,https://github.com/tarekattia2707,https://www.linkedin.com/in/tarek-attia-2707/,1,0,0,
2709,Sara Mostafa,F,29,Aswan,2022-08-01,Power BI Development,0.66,48,72,94.0,2,"AWS,DataCamp",0.0,0.0,4,Full-time,Etisalat Misr,Eng. Ahmed,sara.mostafa2708@iti.eg,+2001570779244,https://github.com/saramostafa2708,https://www.linkedin.com/in/sara-mostafa-2708/,3,0,1,2023-01-16
2710,Alaa Hegazy,M,33,Port Said,2025-03-01,Cloud Engineering,0.568,34,60,88.2,0,,26.31,3.29,1,Unemployed,,Dr. Karim,,+2001587310242,https://github.com/alaahegazy2709,https://www.linkedin.com/in/alaa-hegazy-2709/,2,0,0,
2711,Heba Attia,F,24,Sohag,2023-03-01,Software Testing,0.658,55,84,99.8,2,"IBM,Microsoft",0.0,0.0,3,Full-time,Valeo,Dr. Heba,heba.attia2710@iti.eg,+2001110903585,https://github.com/hebaattia2710,https://www.linkedin.com/in/heba-attia-2710/,2,0,1,2023-09-13
2712,Hussein Mostafa,M,18,Beni Suef,2022-03-01,AI Engineering,0.754,72,96,100.0,3,"DataCamp,IBM,Microsoft",0.0,0.0,7,Full-time,Fawry,Eng. Ahmed,hussein.mostafa2711@iti.eg,+2001110238728,https://github.com/husseinmostafa2711,https://www.linkedin.com/in/hussein-mostafa-2711/,0,0,1,2022-10-11
2713,Ali Gamal,M,23,Ismailia,2024-08-01,Data Science,0.61,51,84,86.3,1,Udacity,0.0,0.0,3,Full-time,ITWorx,Eng. Mona,ali.gamal2712@iti.eg,+2001096433562,https://github.com/aligamal2712,https://www.linkedin.com/in/ali-gamal-2712/,1,0,0,
2714,Ahmed Lotfy,M,24,Alexandria,2022-05-01,AI Engineering,0.666,64,96,87.3,0,,15.06,1.26,4,Intern,Etisalat Misr,Dr. Amr,ahmed.lotfy2713@iti.eg,+2001122053220,https://github.com/ahmedlotfy2713,https://www.linkedin.com/in/ahmed-lotfy-2713/,3,0,1,2022-12-11
2715,Osama Farag,M,24,Minya,2022-04-01,Data Engineering,0.501,30,60,95.8,1,DataCamp,26.93,13.46,1,Freelancer,,Dr. Amr,osama.farag2714@iti.eg,+2001014782475,https://github.com/osamafarag2714,https://www.linkedin.com/in/osama-farag-2714/,0,0,0,
2716,Asmaa Nasser,F,23,Ismailia,2022-03-01,Web Application Development,0.462,44,96,72.0,0,,19.8,19.8,2,Full-time,Sumerge,Eng. Mona,asmaa.nasser2715@iti.eg,,https://github.com/asmaanasser2715,https://www.linkedin.com/in/asmaa-nasser-2715/,3,0,0,
2717,Amr Ibrahim,M,23,Sharqia,2025-09-01,Data Analysis,0.54,45,84,93.8,0,,38.36,6.39,5,Unemployed,,Eng. Rania,amr.ibrahim2716@iti.eg,+2001505241694,https://github.com/amribrahim2716,,1,0,0,
2718,Ibrahim Saleh,M,25,Aswan,2024-03-01,Data Analysis,0.605,58,96,73.6,0,,0.0,0.0,2,Further Study,,Dr. Heba,ibrahim.saleh2717@iti.eg,+2001591428400,https://github.com/ibrahimsaleh2717,https://www.linkedin.com/in/ibrahim-saleh-2717/,1,0,0,
2719,Ahmed Yousef,M,30,Dakahlia,2024-05-01,Power BI Development,0.447,43,96,86.9,1,Udacity,0.0,0.0,3,Full-time,Careem,Dr. Karim,ahmed.yousef2718@iti.eg,+2001182322583,https://github.com/ahmedyousef2718,https://www.linkedin.com/in/ahmed-yousef-2718/,3,0,1,2024-12-11
2720,Hussein Fathy,M,28,Dakahlia,2023-04-01,Power BI Development,0.604,36,60,81.5,1,Coursera,13.02,2.17,5,Freelancer,,Eng. Ahmed,hussein.fathy2719@iti.eg,+2001278661000,https://github.com/husseinfathy2719,https://www.linkedin.com/in/hussein-fathy-2719/,3,0,0,
2721,Mostafa Shaker,M,23,Minya,2022-11-01,Software Testing,0.476,40,84,77.9,1,Google,0.0,0.0,5,Full-time,Valu,Eng. Mona,mostafa.shaker2720@iti.eg,+2001289140269,https://github.com/mostafashaker2720,https://www.linkedin.com/in/mostafa-shaker-2720/,2,0,0,
2722,Khaled Ali,M,22,Fayoum,2025-09-01,Data Analysis,0.631,53,84,84.6,0,,0.0,0.0,6,Intern,Instabug,Eng. Ahmed,khaled.ali2721@iti.eg,+2001557513183,https://github.com/khaledali2721,https://www.linkedin.com/in/khaled-ali-2721/,2,0,1,2026-03-16
2723,Menna Fathy,F,25,Dakahlia,2024-08-01,Data Science,0.4,34,84,75.6,1,AWS,18.75,1.56,3,Freelancer,,Dr. Heba,menna.fathy2722@iti.eg,+2001013813854,https://github.com/mennafathy2722,,4,0,0,
2724,Hala Attia,F,28,Monufia,2022-11-01,Cloud Engineering,0.839,70,84,79.8,1,Udacity,0.0,0.0,7,Full-time,Careem,Dr. Amr,hala.attia2723@iti.eg,+2001533701065,https://github.com/halaattia2723,https://www.linkedin.com/in/hala-attia-2723/,0,0,1,2023-05-16
2725,Ibrahim Elsayed,M,26,Qena,2022-06-01,Power BI Development,0.764,55,72,82.6,2,"Coursera,IBM",20.35,10.18,4,Intern,SWVL,Eng. Rania,ibrahim.elsayed2724@iti.eg,+2001177569990,https://github.com/ibrahimelsayed2724,https://www.linkedin.com/in/ibrahim-elsayed-2724/,1,0,1,2022-11-16
2726,Yehia Saleh,M,18,Cairo,2025-04-01,Cloud Engineering,0.863,83,96,80.8,2,,0.0,0.0,6,Unemployed,,Dr. Amr,yehia.saleh2725@iti.eg,+2001189210758,https://github.com/yehiasaleh2725,https://www.linkedin.com/in/yehia-saleh-2725/,0,0,1,2025-11-11
2727,Khaled Hassan,M,28,Ismailia,2024-08-01,Data Analysis,0.618,44,72,100.0,2,"Microsoft,Udacity",0.0,0.0,1,Intern,Orange,Dr. Hossam,khaled.hassan2726@iti.eg,+2001591861756,https://github.com/khaledhassan2726,https://www.linkedin.com/in/khaled-hassan-2726/,1,0,0,
2728,Reem Elsayed,F,24,Minya,2023-06-01,Web Application Development,0.524,38,72,89.4,3,"Google,Microsoft",10.57,1.06,1,Freelancer,,Dr. Hossam,reem.elsayed2727@iti.eg,+2001155830035,https://github.com/reemelsayed2727,https://www.linkedin.com/in/reem-elsayed-2727/,1,0,0,
2729,Khaled Fouad,M,26,Beheira,2025-04-01,Data Science,0.428,26,60,98.0,1,AWS,0.0,0.0,9,Part-time,,Dr. Hossam,khaled.fouad2728@iti.eg,+2001119272778,https://github.com/khaledfouad2728,https://www.linkedin.com/in/khaled-fouad-2728/,1,0,0,
2730,Alaa Elsayed,M,18,Red Sea,2025-05-01,Web Application Development,0.4,29,72,75.7,1,Coursera,0.0,0.0,6,Full-time,SWVL,Dr. Amr,alaa.elsayed2729@iti.eg,+2001517711034,https://github.com/alaaelsayed2729,https://www.linkedin.com/in/alaa-elsayed-2729/,3,0,0,
2731,Alaa Kamal,M,28,Sohag,2022-05-01,Data Engineering,0.815,68,84,82.4,2,Coursera,0.0,0.0,3,Further Study,,Dr. Amr,alaa.kamal2730@iti.eg,+2001591848000,https://github.com/alaakamal2730,,0,0,1,2022-11-13
2732,Yasmin Kamal,F,22,Giza,2025-08-01,Software Testing,0.587,35,60,99.0,3,"AWS,DataCamp,Udacity",32.45,6.49,4,Full-time,Vodafone,Dr. Amr,yasmin.kamal2731@iti.eg,+2001039215819,https://github.com/yasminkamal2731,https://www.linkedin.com/in/yasmin-kamal-2731/,3,0,1,2025-12-19
2733,Abdelrahman Said,M,18,Beheira,2023-09-01,Data Analysis,0.501,42,84,85.1,3,"DataCamp,Google,Microsoft",0.0,0.0,0,Full-time,ITWorx,Eng. Mona,abdelrahman.said2732@iti.eg,+2001136597470,https://github.com/abdelrahmansaid2732,https://www.linkedin.com/in/abdelrahman-said-2732/,1,0,1,2024-03-15
2734,Abdelrahman Yousef,M,19,Suez,2022-12-01,Web Application Development,0.598,36,60,83.0,2,"Coursera,Microsoft",0.0,0.0,2,Full-time,Orange,Dr. Hossam,,+2001556197896,https://github.com/abdelrahmanyousef2733,https://www.linkedin.com/in/abdelrahman-yousef-2733/,2,0,0,
2735,Ali Attia,M,26,Ismailia,2022-08-01,Data Analysis,0.699,50,72,100.0,0,,0.0,0.0,6,Further Study,,Dr. Karim,ali.attia2734@iti.eg,+2001508665748,https://github.com/aliattia2734,https://www.linkedin.com/in/ali-attia-2734/,1,0,1,2023-01-16
2736,Nada Attia,F,29,Assiut,2024-05-01,Web Application Development,0.637,53,84,79.1,0,,0.0,0.0,2,Further Study,,Eng. Ahmed,nada.attia2735@iti.eg,+2001180075068,https://github.com/nadaattia2735,https://www.linkedin.com/in/nada-attia-2735/,1,0,0,
2737,Khaled Mostafa,M,29,Monufia,2023-03-01,Software Testing,0.4,34,84,99.4,1,IBM,0.0,0.0,4,Part-time,Sumerge,Eng. Mona,khaled.mostafa2736@iti.eg,+2001167886570,https://github.com/khaledmostafa2736,https://www.linkedin.com/in/khaled-mostafa-2736/,6,0,1,2023-09-13
2738,Menna Farag,F,29,Kafr El Sheikh,2024-02-01,Data Science,0.711,60,84,81.9,1,Microsoft,41.3,3.44,6,Further Study,,Eng. Rania,menna.farag2737@iti.eg,+2001113305878,,https://www.linkedin.com/in/menna-farag-2737/,3,0,1,2024-08-15
2739,Ahmed Lotfy,M,28,Red Sea,2022-11-01,Software Testing,0.772,65,84,91.1,2,"AWS,Coursera",16.23,8.12,4,Full-time,Careem,Dr. Karim,ahmed.lotfy2738@iti.eg,+2001593088837,https://github.com/ahmedlotfy2738,https://www.linkedin.com/in/ahmed-lotfy-2738/,0,0,1,2023-05-16
2740,Salma Hassan,F,27,Sohag,2022-09-01,Power BI Development,0.473,28,60,67.4,0,,39.73,4.97,5,Freelancer,,Dr. Heba,salma.hassan2739@iti.eg,+2001097470848,https://github.com/salmahassan2739,,1,0,0,
2741,Mostafa Sami,M,25,Gharbia,2023-07-01,Software Testing,0.4,34,84,89.2,0,,0.0,0.0,3,Part-time,Instabug,Eng. Ahmed,mostafa.sami2740@iti.eg,+2001094162672,,https://www.linkedin.com/in/mostafa-sami-2740/,6,0,0,
2742,Walid Attia,M,19,Minya,2022-11-01,Data Engineering,0.4,38,96,80.1,0,,31.6,2.63,6,Unemployed,,Dr. Karim,walid.attia2741@iti.eg,+2001056670191,https://github.com/walidattia2741,https://www.linkedin.com/in/walid-attia-2741/,0,0,0,
2743,Abdelrahman Yousef,M,28,Cairo,2023-06-01,Web Application Development,0.629,45,72,100.0,0,,0.0,0.0,6,Intern,Raya,Dr. Hossam,abdelrahman.yousef2742@iti.eg,+2001022131896,https://github.com/abdelrahmanyousef2742,https://www.linkedin.com/in/abdelrahman-yousef-2742/,1,0,0,
2744,Mohamed Nasser,M,25,Beheira,2024-01-01,Data Science,0.453,27,60,87.8,0,,0.0,0.0,2,Part-time,Sumerge,Eng. Ahmed,mohamed.nasser2743@iti.eg,+2001214655451,https://github.com/mohamednasser2743,https://www.linkedin.com/in/mohamed-nasser-2743/,2,0,0,
2745,Hala Kamal,F,24,Dakahlia,2023-10-01,Data Analysis,0.759,46,60,73.8,2,"IBM,Udacity",0.0,0.0,8,Further Study,,Dr. Heba,hala.kamal2744@iti.eg,+2001056630363,https://github.com/halakamal2744,https://www.linkedin.com/in/hala-kamal-2744/,3,0,1,2024-02-18
2746,Karim Hegazy,M,27,Cairo,2022-04-01,Data Engineering,0.761,64,84,98.5,0,,15.86,3.17,3,Freelancer,,Dr. Karim,karim.hegazy2745@iti.eg,+2001201916536,,https://www.linkedin.com/in/karim-hegazy-2745/,2,0,1,2022-10-14
2747,Karim Said,M,18,Suez,2024-04-01,AI Engineering,0.721,69,96,88.0,3,"Google,Microsoft,Udemy",0.0,0.0,4,Full-time,Valu,Dr. Karim,karim.said2746@iti.eg,+2001214524486,https://github.com/karimsaid2746,https://www.linkedin.com/in/karim-said-2746/,3,0,1,2024-11-11
2748,Amr Hassan,M,24,Ismailia,2022-02-01,Web Application Development,0.587,42,72,83.0,1,Coursera,0.0,0.0,3,Full-time,Fawry,Dr. Hossam,amr.hassan2747@iti.eg,+2001063929465,https://github.com/amrhassan2747,https://www.linkedin.com/in/amr-hassan-2747/,1,0,1,2022-07-19
2749,Nour Sami,F,23,Alexandria,2022-04-01,Data Science,0.702,42,60,96.4,4,"AWS,DataCamp,Google,Udemy",0.0,0.0,2,Part-time,Fawry,Dr. Karim,nour.sami2748@iti.eg,+2001184709819,https://github.com/noursami2748,https://www.linkedin.com/in/nour-sami-2748/,1,0,1,2022-08-19
2750,Karim Nasser,M,18,Monufia,2025-01-01,Web Application Development,0.778,56,72,89.7,0,,0.0,0.0,6,Unemployed,,Dr. Karim,karim.nasser2749@iti.eg,+2001525932865,https://github.com/karimnasser2749,https://www.linkedin.com/in/karim-nasser-2749/,2,0,1,2025-06-18
2751,Mostafa Yousef,M,25,Suez,2022-11-01,Web Application Development,0.698,42,60,95.6,3,"DataCamp,Microsoft",25.66,5.13,5,Full-time,Valu,Dr. Karim,,+2001006238183,https://github.com/mostafayousef2750,https://www.linkedin.com/in/mostafa-yousef-2750/,1,0,1,2023-03-21
2752,Ali Mostafa,M,24,Ismailia,2022-06-01,Data Engineering,0.657,63,96,62.8,2,"DataCamp,Udacity",6.58,1.1,4,Full-time,Etisalat Misr,Eng. Ahmed,ali.mostafa2751@iti.eg,+2001591172923,https://github.com/alimostafa2751,https://www.linkedin.com/in/ali-mostafa-2751/,3,0,1,2023-01-11
2753,Khaled Nasser,M,22,Beni Suef,2023-02-01,Data Science,0.4,34,84,72.7,1,Coursera,1.63,0.16,3,Freelancer,,Dr. Hossam,khaled.nasser2752@iti.eg,+2001524504094,https://github.com/khalednasser2752,https://www.linkedin.com/in/khaled-nasser-2752/,2,0,0,
2754,Fatma Said,F,21,Aswan,2022-11-01,Data Engineering,0.4,29,72,72.2,0,,14.73,3.68,3,Full-time,Valeo,Eng. Ahmed,fatma.said2753@iti.eg,+2001116362970,https://github.com/fatmasaid2753,https://www.linkedin.com/in/fatma-said-2753/,2,0,0,
2755,Ibrahim Sami,M,19,Monufia,2022-10-01,Cloud Engineering,0.789,57,72,94.8,1,Udacity,12.96,2.59,2,Intern,Fawry,Eng. Rania,ibrahim.sami2754@iti.eg,+2001163783681,https://github.com/ibrahimsami2754,https://www.linkedin.com/in/ibrahim-sami-2754/,0,0,1,2023-03-18
2756,Tarek Fathy,M,24,Luxor,2024-08-01,Cybersecurity,0.767,64,84,95.5,4,,0.0,0.0,2,Full-time,Fawry,Dr. Heba,tarek.fathy2755@iti.eg,+2001541764344,https://github.com/tarekfathy2755,https://www.linkedin.com/in/tarek-fathy-2755/,0,0,1,2025-02-13
2757,Tarek Lotfy,M,21,Beni Suef,2023-02-01,Data Science,0.493,36,72,79.2,0,,0.0,0.0,6,Part-time,Valeo,Eng. Mona,tarek.lotfy2756@iti.eg,+2001145199550,https://github.com/tareklotfy2756,https://www.linkedin.com/in/tarek-lotfy-2756/,4,0,0,
2758,Salma Sami,F,22,Qena,2023-09-01,Cybersecurity,0.657,55,84,85.3,2,"DataCamp,Google",0.0,0.0,1,Full-time,Vodafone,Dr. Karim,salma.sami2757@iti.eg,+2001270662501,https://github.com/salmasami2757,https://www.linkedin.com/in/salma-sami-2757/,0,0,1,2024-03-15
2759,Ibrahim Nasser,M,25,Red Sea,2024-05-01,Data Engineering,0.404,24,60,71.3,2,"Microsoft,Udacity",13.68,3.42,3,Unemployed,,Eng. Ahmed,ibrahim.nasser2758@iti.eg,+2001148492615,https://github.com/ibrahimnasser2758,https://www.linkedin.com/in/ibrahim-nasser-2758/,0,0,0,
2760,Ali Elmasry,M,24,Sharqia,2022-04-01,AI Engineering,0.767,46,60,100.0,0,,0.0,0.0,0,Intern,ITWorx,Eng. Ahmed,ali.elmasry2759@iti.eg,+2001098822092,https://github.com/alielmasry2759,https://www.linkedin.com/in/ali-elmasry-2759/,2,0,1,2022-08-19
2761,Mostafa Hassan,M,22,Port Said,2025-02-01,Power BI Development,0.411,30,72,87.5,0,,9.95,9.95,1,Freelancer,,Dr. Hossam,mostafa.hassan2760@iti.eg,+2001030279299,https://github.com/mostafahassan2760,https://www.linkedin.com/in/mostafa-hassan-2760/,3,0,0,
2762,Mahmoud Hassan,M,26,Cairo,2025-08-01,Cybersecurity,0.4,29,72,95.4,0,,0.0,0.0,3,Full-time,Instabug,Dr. Karim,mahmoud.hassan2761@iti.eg,+2001599883594,https://github.com/mahmoudhassan2761,https://www.linkedin.com/in/mahmoud-hassan-2761/,5,0,0,
2763,Hala Said,F,26,Giza,2023-03-01,Data Science,0.526,38,72,84.8,2,"Coursera,IBM",13.61,2.27,3,Full-time,Careem,Eng. Ahmed,hala.said2762@iti.eg,+2001003781715,https://github.com/halasaid2762,https://www.linkedin.com/in/hala-said-2762/,2,0,0,
2764,Karim Hassan,M,24,Luxor,2024-09-01,AI Engineering,0.722,61,84,94.6,5,"Coursera,DataCamp,Microsoft",0.0,0.0,4,Intern,Etisalat Misr,Eng. Mona,karim.hassan2763@iti.eg,+2001215122866,https://github.com/karimhassan2763,,0,0,1,2025-03-16
2765,Ibrahim Elsayed,M,18,Kafr El Sheikh,2022-08-01,Data Science,0.725,70,96,84.8,5,"AWS,Microsoft",13.68,4.56,7,Further Study,,Dr. Amr,ibrahim.elsayed2764@iti.eg,+2001164873725,https://github.com/ibrahimelsayed2764,https://www.linkedin.com/in/ibrahim-elsayed-2764/,1,0,1,2023-03-13
2766,Osama Said,M,23,Luxor,2023-06-01,Data Engineering,0.525,38,72,74.7,0,,16.95,2.82,0,Intern,ITWorx,Dr. Hossam,osama.said2765@iti.eg,+2001586715429,https://github.com/osamasaid2765,https://www.linkedin.com/in/osama-said-2765/,1,0,0,
2767,Salma Hegazy,F,25,Qena,2022-06-01,Web Application Development,0.446,37,84,79.6,2,"IBM,Udacity",0.0,0.0,5,Unemployed,,Dr. Amr,salma.hegazy2766@iti.eg,+2001519103533,https://github.com/salmahegazy2766,https://www.linkedin.com/in/salma-hegazy-2766/,4,0,0,
2768,Hassan Yousef,M,25,Port Said,2024-07-01,Data Science,0.616,52,84,88.8,0,,30.92,2.58,5,Freelancer,,Dr. Heba,hassan.yousef2767@iti.eg,+2001288663143,https://github.com/hassanyousef2767,https://www.linkedin.com/in/hassan-yousef-2767/,5,0,0,
2769,Karim Yousef,M,18,Alexandria,2023-10-01,Data Analysis,0.434,26,60,89.3,0,,10.9,1.82,3,Unemployed,,Dr. Hossam,karim.yousef2768@iti.eg,+2001294919265,https://github.com/karimyousef2768,https://www.linkedin.com/in/karim-yousef-2768/,2,0,0,
2770,Omar Kamal,M,28,Minya,2025-06-01,Data Analysis,0.725,61,84,81.4,3,"AWS,Coursera,IBM",0.0,0.0,5,Part-time,Valu,Dr. Amr,omar.kamal2769@iti.eg,+2001540019801,https://github.com/omarkamal2769,https://www.linkedin.com/in/omar-kamal-2769/,3,0,1,2025-12-14
2771,Hussein Fouad,M,25,Kafr El Sheikh,2023-04-01,Data Science,0.56,47,84,90.1,1,Google,0.0,0.0,1,Further Study,,Eng. Mona,hussein.fouad2770@iti.eg,+2001218981978,https://github.com/husseinfouad2770,https://www.linkedin.com/in/hussein-fouad-2770/,2,0,0,
2772,Tarek Ali,M,19,Assiut,2025-03-01,Data Science,0.82,69,84,94.5,2,"Coursera,DataCamp",0.0,0.0,3,Part-time,DXC,Dr. Hossam,tarek.ali2771@iti.eg,+2001034594893,https://github.com/tarekali2771,https://www.linkedin.com/in/tarek-ali-2771/,0,0,1,2025-09-13
2773,Mariam Shaker,F,27,Giza,2025-03-01,AI Engineering,0.618,37,60,84.1,0,,0.0,0.0,2,Part-time,Valeo,Dr. Hossam,mariam.shaker2772@iti.eg,+2001098333167,https://github.com/mariamshaker2772,https://www.linkedin.com/in/mariam-shaker-2772/,1,0,0,
2774,Hussein Saleh,M,24,Minya,2023-07-01,Data Science,0.809,58,72,88.3,2,"Coursera,Microsoft",0.0,0.0,4,Part-time,Instabug,Dr. Amr,hussein.saleh2773@iti.eg,+2001064081067,https://github.com/husseinsaleh2773,https://www.linkedin.com/in/hussein-saleh-2773/,1,0,1,2023-12-16
2775,Karim Farag,M,28,Qalyubia,2022-02-01,Web Application Development,0.604,51,84,79.0,2,,0.0,0.0,3,Unemployed,,Eng. Ahmed,karim.farag2774@iti.eg,+2001237494558,,https://www.linkedin.com/in/karim-farag-2774/,0,0,1,2022-08-16
2776,Ali Saleh,M,23,Fayoum,2023-05-01,AI Engineering,0.458,33,72,69.5,1,,20.21,5.05,2,Full-time,Orange,Dr. Karim,ali.saleh2775@iti.eg,+2001588810786,https://github.com/alisaleh2775,https://www.linkedin.com/in/ali-saleh-2775/,3,0,0,
2777,Mahmoud Attia,M,22,Assiut,2022-03-01,Software Testing,0.674,49,72,83.9,4,"Coursera,Google,Microsoft",28.09,14.04,4,Full-time,Vodafone,Dr. Hossam,mahmoud.attia2776@iti.eg,+2001562325588,https://github.com/mahmoudattia2776,https://www.linkedin.com/in/mahmoud-attia-2776/,0,0,1,2022-08-16
2778,Abdelrahman Sami,M,21,Sohag,2022-07-01,AI Engineering,0.543,33,60,94.0,1,AWS,0.0,0.0,6,Part-time,Fawry,Dr. Heba,abdelrahman.sami2777@iti.eg,+2001146760042,https://github.com/abdelrahmansami2777,https://www.linkedin.com/in/abdelrahman-sami-2777/,0,0,0,
2779,Abdelrahman Said,M,23,Fayoum,2024-08-01,Data Science,0.506,42,84,89.9,2,"AWS,Microsoft",34.34,17.17,3,Unemployed,,Dr. Karim,abdelrahman.said2778@iti.eg,+2001595196149,https://github.com/abdelrahmansaid2778,https://www.linkedin.com/in/abdelrahman-said-2778/,5,0,0,
2780,Reem Hassan,F,23,Ismailia,2022-02-01,Data Analysis,0.769,65,84,67.4,1,AWS,23.1,5.78,1,Full-time,ITWorx,Eng. Rania,reem.hassan2779@iti.eg,+2001221653897,https://github.com/reemhassan2779,https://www.linkedin.com/in/reem-hassan-2779/,1,0,1,2022-08-16
2781,Mariam Sami,F,23,Minya,2024-01-01,Web Application Development,0.703,67,96,80.7,0,,0.0,0.0,1,Intern,ITWorx,Dr. Heba,mariam.sami2780@iti.eg,+2001220315799,https://github.com/mariamsami2780,,1,0,1,2024-08-12
2782,Karim Farag,M,18,Aswan,2022-05-01,Data Science,0.501,36,72,94.2,0,,9.68,4.84,4,Full-time,Valeo,Eng. Ahmed,karim.farag2781@iti.eg,+2001163509680,https://github.com/karimfarag2781,https://www.linkedin.com/in/karim-farag-2781/,4,0,0,
2783,Hassan Sami,M,24,Qalyubia,2024-03-01,Data Analysis,0.607,44,72,94.8,1,Coursera,0.0,0.0,2,Full-time,SWVL,Eng. Rania,hassan.sami2782@iti.eg,+2001017726558,https://github.com/hassansami2782,,2,0,0,
2784,Nour Said,F,26,Qalyubia,2023-01-01,Data Analysis,0.591,50,84,76.8,2,"DataCamp,Udemy",0.0,0.0,3,Unemployed,,Dr. Amr,nour.said2783@iti.eg,+2001082332002,https://github.com/noursaid2783,https://www.linkedin.com/in/nour-said-2783/,1,0,0,
2785,Youssef Saleh,M,24,Qena,2023-08-01,Data Science,0.77,74,96,94.2,3,"AWS,Udacity",6.81,0.57,4,Further Study,,Eng. Mona,youssef.saleh2784@iti.eg,+2001233115648,https://github.com/youssefsaleh2784,https://www.linkedin.com/in/youssef-saleh-2784/,3,0,1,2024-03-12
2786,Heba Nasser,F,19,Red Sea,2022-07-01,Web Application Development,0.4,34,84,70.8,1,,0.0,0.0,7,Further Study,,Eng. Ahmed,heba.nasser2785@iti.eg,+2001292152964,https://github.com/hebanasser2785,https://www.linkedin.com/in/heba-nasser-2785/,3,0,0,
2787,Mahmoud Saleh,M,20,Minya,2023-01-01,Software Testing,0.596,43,72,74.2,0,,0.0,0.0,3,Intern,SWVL,Dr. Amr,mahmoud.saleh2786@iti.eg,+2001070182155,https://github.com/mahmoudsaleh2786,https://www.linkedin.com/in/mahmoud-saleh-2786/,2,0,0,
2788,Mahmoud Fathy,M,22,Beni Suef,2022-07-01,Data Science,0.473,34,72,77.5,1,DataCamp,0.0,0.0,4,Full-time,ITWorx,Dr. Karim,mahmoud.fathy2787@iti.eg,+2001079194455,https://github.com/mahmoudfathy2787,https://www.linkedin.com/in/mahmoud-fathy-2787/,2,0,0,
2789,Mona Elsayed,F,23,Minya,2022-10-01,Data Analysis,0.4,38,96,61.7,1,IBM,0.0,0.0,3,Intern,Orange,Eng. Mona,mona.elsayed2788@iti.eg,+2001034574175,https://github.com/monaelsayed2788,https://www.linkedin.com/in/mona-elsayed-2788/,3,0,0,
2790,Salma Lotfy,F,26,Dakahlia,2022-01-01,Data Science,0.4,29,72,76.4,0,,9.92,0.99,2,Further Study,,Eng. Ahmed,salma.lotfy2789@iti.eg,+2001066433351,https://github.com/salmalotfy2789,https://www.linkedin.com/in/salma-lotfy-2789/,4,0,0,
2791,Hala Ali,F,23,Alexandria,2022-05-01,Data Analysis,0.771,56,72,87.3,1,Google,0.0,0.0,7,Unemployed,,Dr. Karim,hala.ali2790@iti.eg,+2001106764201,https://github.com/halaali2790,https://www.linkedin.com/in/hala-ali-2790/,2,0,1,2022-10-16
2792,Khaled Ali,M,27,Giza,2022-05-01,Data Science,0.678,41,60,89.6,2,"DataCamp,Microsoft",21.71,2.71,4,Full-time,SWVL,Dr. Heba,khaled.ali2791@iti.eg,+2001005204956,https://github.com/khaledali2791,https://www.linkedin.com/in/khaled-ali-2791/,0,0,1,2022-09-18
2793,Fatma Hassan,F,27,Dakahlia,2024-12-01,AI Engineering,0.615,52,84,99.7,0,,19.14,3.83,4,Full-time,DXC,Eng. Ahmed,fatma.hassan2792@iti.eg,+2001192902532,https://github.com/fatmahassan2792,https://www.linkedin.com/in/fatma-hassan-2792/,1,0,0,
